Date,Symbol,Open,High,Low,Close,Volume From,Volume To,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Volume From,ETH_Volume To,GDAX_Open,GDAX_High,GDAX_Low,GDAX_Close,GDAX_Volume From,GDAX_Volume To
2017-08-13 10-AM,BTCUSD,4127.66,4149.9,4007.6,4123,444.51,1812988.84,297,299.48,295,299,3496.98,1040522.25,4125.71,4125.72,4005,4120,595.39,2424399.73
2017-08-13 10-PM,BTCUSD,4100,4150,4090,4110,458.03,1886451.17,295.54,298.4,294.11,297.43,2652.46,788023.24,4107.49,4125.76,4085.11,4100.35,652.7,2683170.78
2017-08-13 11-AM,BTCUSD,4123,4125,3920.02,3968.48,632.38,2519067.65,299,299,293,293,1943.9,574981.45,4120,4120,3946.21,3998.92,699.01,2799128.42
2017-08-13 11-PM,BTCUSD,4110,4118.68,4050,4084,135.14,551206.91,297.43,298.7,295.61,298,1071.28,319123.92,4100.35,4100.41,4050.01,4060.47,542.75,2208914.5
2017-08-13 12-AM,BTCUSD,3884.63,3944,3884.63,3944,229.12,900052.45,309.5,311,303.01,303.01,2061.74,633291.92,3874,3945,3873.99,3936.98,1028.45,4024518.83
2017-08-13 12-PM,BTCUSD,3968.48,3983.88,3855.33,3855.33,766.76,3013539.74,293,294.8,290,290.7,3082.68,899646.99,3998.92,3999,3850,3900.77,1135.64,4450182.02
2017-08-14 01-AM,BTCUSD,4088.83,4120,4085.46,4101.97,213.57,877501.43,296.9,302.1,294.55,302.1,2152.07,643130.92,4079.99,4099.98,4079.98,4087,402.15,1645492.06
2017-08-14 01-PM,BTCUSD,4198.7,4328,4198.7,4300,667.53,2831501.23,302.52,303,298.75,300.6,2834.96,853355.02,4200,4275,4194.23,4250.09,1376.85,5835005.17
2017-08-14 02-AM,BTCUSD,4101.97,4118.08,4055.22,4075.1,329.15,1346482.48,302.1,306.42,300.98,304.5,4980.02,1514058.82,4087,4099.99,4060,4077.53,792.79,3230416.39
2017-08-14 02-PM,BTCUSD,4300,4377.38,4252.62,4306,443.55,1917810.88,300.6,301,297.52,299.35,1287.98,385425.75,4250.09,4297.41,4245,4263.29,1559.81,6660599.89
2017-08-14 03-AM,BTCUSD,4075.1,4080,3970,3987.15,322.32,1297195.1,304.5,304.99,302.5,302.5,1657.17,502426.7,4077.53,4079.23,3985.01,3996.29,812.08,3266638.07
2017-08-14 03-PM,BTCUSD,4306,4344.9,4210.01,4270,308.67,1322652.82,299.35,299.78,295,296,1696.54,504648.21,4263.29,4309.97,4200,4247.01,1536.38,6550483.05
2017-08-14 04-AM,BTCUSD,3987.15,4080,3987.15,4069.82,358.86,1453917.8,302.5,303.8,299.5,302.95,1683.99,508871.59,3996.29,4049.96,3986.68,4041.54,308.11,1240872.33
2017-08-14 04-PM,BTCUSD,4270,4298.2,4235.87,4291.57,304.43,1299675.11,296,301.4,295,299,3108.69,924193.48,4247.01,4289.98,4220.23,4289,1053.14,4493060.12
2017-08-14 05-AM,BTCUSD,4069.82,4091.75,4056.26,4057,372.34,1518151.49,302.95,304.9,301.64,303.97,1200.97,364362.43,4041.54,4059.2,4024.58,4030.58,278.6,1126579.83
2017-08-14 05-PM,BTCUSD,4291.57,4373.9,4285.99,4312,464.21,2005785.33,299,300,296.9,297.95,2735.34,815957.21,4289,4328,4257,4291.74,1794.77,7723790.34
2017-08-14 06-AM,BTCUSD,4057,4120.5,4056.26,4120.5,219.43,895227.46,303.97,306.12,303.46,306,1709.84,521779.53,4030.58,4075,4030.58,4075,350.05,1417501.4
2017-08-14 06-PM,BTCUSD,4312,4331.96,4286,4291.69,258.26,1110719.01,297.95,299.96,296.95,299.39,429.21,128051.17,4291.74,4302.24,4277.49,4289.1,1125.71,4827094.54
2017-08-14 07-AM,BTCUSD,4120.5,4124,4076,4084,140.2,574665.61,306,306,301.5,303.01,1212.95,368740.29,4075,4094.34,4070.03,4070.8,321.43,1311852.76
2017-08-14 07-PM,BTCUSD,4291.69,4300,4201,4201,404.34,1723360.53,299.39,304.1,299.01,303,3632.7,1095474.61,4289.1,4289.1,4216.03,4224.99,1334.78,5671920.61
2017-08-14 08-AM,BTCUSD,4084,4149.99,4083,4131,262.46,1080961.86,303.01,304.2,300.25,301.6,1394.11,421943.9,4070.8,4142.7,4070.8,4133.86,612.16,2515413.09
2017-08-14 08-PM,BTCUSD,4201,4280,4200.46,4263,549.57,2329097.49,303,303.61,298,299.63,1531.44,460250.81,4224.99,4271.99,4221.28,4262.99,615.93,2620473.14
2017-08-14 09-AM,BTCUSD,4131,4200,4127.05,4200,989.53,4116106.47,301.6,301.71,300.25,301.71,957.12,288358.88,4133.86,4195,4127.67,4195,673.31,2808058.26
2017-08-14 09-PM,BTCUSD,4263,4287,4246.6,4260,377.56,1612303.84,299.63,300,297.1,297.2,2071.52,617233.2,4262.99,4291,4257.91,4290.63,904.08,3866737.91
2017-08-14 10-AM,BTCUSD,4200,4229,4140.11,4195.1,426.03,1787842.49,301.71,301.71,297.11,298.99,2713.29,812649.14,4195,4216,4156.04,4190.12,785.59,3294581.33
2017-08-14 10-PM,BTCUSD,4260,4260,4190.19,4259.97,414.09,1756306.71,297.2,298.74,296.12,298.3,870.41,258704.08,4290.63,4291,4205.01,4256.99,908.68,3855159.53
2017-08-14 11-AM,BTCUSD,4195.1,4200,4135,4165,216.23,903269.67,298.99,304.76,298.99,302.25,1563.32,473106.3,4190.12,4207.9,4131.04,4165.01,459.21,1916839.4
2017-08-14 11-PM,BTCUSD,4259.97,4423,4251.48,4355.66,1293.25,5599749.69,298.3,302.7,297.33,302.7,2016.4,607749.3,4256.99,4324.98,4250.86,4320.6,935,4007905.38
2017-08-14 12-AM,BTCUSD,4084,4130,4074,4088.83,208.38,856580.54,298,298.66,294,296.9,971.23,288151.3,4060.47,4113.88,4060.47,4079.99,543.85,2222549.45
2017-08-14 12-PM,BTCUSD,4165,4199.9,4140.01,4198.7,200.88,840425,302.25,303.5,302.25,302.52,2251.4,682262.92,4165.01,4209,4139.02,4200,544.06,2276597.41
2017-08-15 01-AM,BTCUSD,4361.9,4383.05,4360,4379,192.9,842234.23,298.2,299.66,297.33,297.33,1135.85,339038.68,4354.88,4369,4325.62,4369,1023.72,4455357.23
2017-08-15 01-PM,BTCUSD,4109,4109,3972,3972,621.88,2504248.51,286.51,286.89,282,282,4346.73,1235580.82,4069.56,4089.96,3955,3968.5,1351.72,5411370.36
2017-08-15 02-AM,BTCUSD,4379,4444,4377,4438.98,305.84,1349388,297.33,297.5,292.5,295,3708.2,1093504.28,4369,4420,4363.05,4407.95,1448.69,6362923.88
2017-08-15 02-PM,BTCUSD,3972,3989,3821,3914.16,1368.5,5341571.4,282,283.7,271,276,11491.84,3176960.32,3968.5,3968.8,3807.14,3905,3870.22,15046281.65
2017-08-15 03-AM,BTCUSD,4438.98,4484.29,4421.01,4460,455.98,2030466.07,295,297.98,294,294.7,1409.09,415963.88,4407.95,4434.42,4384.78,4412,986.2,4347655.7
2017-08-15 03-PM,BTCUSD,3914.16,4046.01,3900.12,4030,774.13,3086661.8,276,283.5,276,280.1,5697.02,1596335.6,3905,4054.97,3880,3989.76,2060.77,8203811.03
2017-08-15 04-AM,BTCUSD,4460,4470,4399,4399,295.2,1306130.22,294.7,296.2,294.1,295.5,2013.72,594385.48,4412,4428.44,4344.01,4369.76,1336.18,5855141.34
2017-08-15 04-PM,BTCUSD,4030,4100.99,3989,4098.99,497.55,2012074.15,280.1,283,276.1,282.89,2608.86,731336.79,3989.76,4094.13,3960.01,4084.03,1317.02,5326583.38
2017-08-15 05-AM,BTCUSD,4399,4452,4391.2,4429.99,251.96,1112237.31,295.5,296.69,293,295.2,1877.78,553918.17,4369.76,4391.66,4369.01,4384.82,408.28,1788824.42
2017-08-15 05-PM,BTCUSD,4098.99,4139.96,4073.33,4092,315.71,1297209.71,282.89,288.7,282.5,284.58,4086.63,1168230.45,4084.03,4123,4057.56,4111.53,1479.07,6047246.98
2017-08-15 06-AM,BTCUSD,4429.99,4434.96,4228.92,4262,821.07,3551483.92,295.2,295.8,291,291.93,2056.51,602287.82,4384.82,4384.82,4203.04,4251.99,1542.31,6601606.94
2017-08-15 06-PM,BTCUSD,4092,4184.63,4091.59,4105.5,509.61,2113891.76,284.58,289.4,284.26,285,3267.68,938398.74,4111.53,4182.69,4059.01,4082.83,1709.98,7064707.27
2017-08-15 07-AM,BTCUSD,4262,4346,4262,4326.01,390.86,1680469.51,291.93,295.28,290,294.24,1677.51,489297.17,4251.99,4305.65,4235.61,4305.65,562.49,2404796.28
2017-08-15 07-PM,BTCUSD,4105.5,4148.92,4065.11,4070,430.1,1765594.75,285,287.54,283.19,285.87,2418.51,690912.12,4082.83,4104.98,4035.49,4057,1140.12,4650209.24
2017-08-15 08-AM,BTCUSD,4326.01,4365.5,4275,4275,261.84,1133631.48,294.24,297.5,290.25,296.3,1162.13,343023.66,4305.65,4333.97,4210.98,4230.03,611.62,2627669.87
2017-08-15 08-PM,BTCUSD,4070,4094.56,4007.3,4077,341.08,1380088.04,285.87,285.87,281.21,283.09,3583.41,1015598.1,4057,4071.62,3985,4071.6,1158.37,4669422.11
2017-08-15 09-AM,BTCUSD,4275,4292.01,4088.16,4149,773.59,3246291.01,296.3,296.3,290,291.91,1620.53,474314.12,4230.03,4261.81,4095,4146.04,1484.18,6174475.5
2017-08-15 09-PM,BTCUSD,4077,4167,4062.34,4141.5,303.7,1249340.31,283.09,286.64,282,286,1756.95,498094.32,4071.6,4156,4057.6,4138.37,1035.04,4246077.3
2017-08-15 10-AM,BTCUSD,4149,4150,3950,4085.7,1381.81,5598806.16,291.91,291.91,283.34,286.75,5326.58,1527098.9,4146.04,4146.04,3944.65,4063.35,2330.45,9427542.58
2017-08-15 10-PM,BTCUSD,4141.5,4200,4131,4187,379.95,1588772.88,286,289,286,287.69,1901.32,546101.22,4138.37,4212,4138.36,4185.2,1139.3,4763477.9
2017-08-15 11-AM,BTCUSD,4085.7,4196.71,4040,4130.65,573.6,2355048.62,286.75,289.99,283.5,288,2648.94,761170.79,4063.35,4160.52,4014.38,4137.58,969.12,3962234.49
2017-08-15 11-PM,BTCUSD,4187,4195,4130.92,4172.2,200.25,833967.65,287.69,288,285.52,286.65,651.95,186756.87,4185.2,4195.24,4142.08,4159.93,669.18,2787835
2017-08-15 12-AM,BTCUSD,4355.66,4423,4350,4361.9,573.24,2505274.02,302.7,302.7,298.2,298.2,1002.1,301467.91,4320.6,4369.69,4320,4354.88,1253.06,5441465.86
2017-08-15 12-PM,BTCUSD,4130.65,4181.98,4084,4109,300.7,1236778.05,288,288,283.6,286.51,2177.88,623238.67,4137.58,4154.26,4032.68,4069.56,1085.53,4430280.27
2017-08-16 01-AM,BTCUSD,4154,4185.71,4100,4165.8,271.44,1121434.28,289.68,289.97,286.6,288.9,1109.66,320148.5,4135.69,4167.49,4056.87,4150.99,1021.28,4209095.25
2017-08-16 01-PM,BTCUSD,4125,4129.99,4120,4125,278.54,1148946.37,297.26,300,296.62,300,2341.13,699762.01,4129.88,4130.42,4102.48,4128.84,477.81,1968321.52
2017-08-16 02-AM,BTCUSD,4165.8,4177.89,4035,4047.99,257.96,1056467.02,288.9,288.9,283.18,283.9,1286.09,367761.94,4150.99,4152.06,4029.35,4039.19,709.71,2897593.19
2017-08-16 02-PM,BTCUSD,4125,4129.99,4101.01,4119.99,223.98,921999.86,300,303.83,299.5,301.5,5707.99,1721247.94,4128.84,4129,4099.26,4117,507.37,2088246.79
2017-08-16 03-AM,BTCUSD,4047.99,4108.33,4047.99,4089.94,187.99,766179.05,283.9,287.86,283.2,287,941.03,269237.28,4039.19,4094.98,4039.19,4072.86,462.95,1884156.27
2017-08-16 03-PM,BTCUSD,4119.99,4332.75,4119.58,4313,805.64,3420202.48,301.5,304.39,300.01,301.87,4316.59,1305217.04,4117,4330.89,4116.99,4304.99,2243.64,9543202.88
2017-08-16 04-AM,BTCUSD,4089.94,4089.95,4047.02,4064.5,268.62,1093907.07,287,287,285.5,285.75,498.7,142801.58,4072.86,4077,4033.97,4049.46,481.7,1953129.64
2017-08-16 04-PM,BTCUSD,4313,4388.99,4290,4301.59,655.85,2842175.9,301.87,303.8,301,303,2634.28,795903.04,4304.99,4373.99,4275,4293.53,1412.68,6109483.34
2017-08-16 05-AM,BTCUSD,4064.5,4068.5,3950,4000,565.66,2262999.73,285.75,286.75,281.23,283,1042.3,295546.65,4049.46,4049.48,3959.52,3988.17,889.24,3550416.96
2017-08-16 05-PM,BTCUSD,4301.59,4325,4275,4305,279.41,1203159.16,303,303.8,301,302.25,2455.64,741342.68,4293.53,4320,4272.77,4285.02,635.97,2733004.43
2017-08-16 06-AM,BTCUSD,4000,4080,3950,4065.6,352.19,1409776.29,283,285,280.9,283.44,1958.75,554164.63,3988.17,4065.21,3928.82,4051.88,841.24,3359843.09
2017-08-16 06-PM,BTCUSD,4305,4324.88,4261.9,4320,290.23,1247217.23,302.25,303.5,300.65,302.97,1405.58,424887.25,4285.02,4302.89,4254,4302.85,952.85,4073327.74
2017-08-16 07-AM,BTCUSD,4065.6,4136.43,4065.6,4071.51,403.87,1654737.15,283.44,287.5,283.44,286.5,1206.29,345254.08,4051.88,4114.9,4051.88,4072.6,505.74,2066051.37
2017-08-16 07-PM,BTCUSD,4320,4324.99,4284,4313,175.84,758126.14,302.97,302.98,298.1,299,1539.59,462510.83,4302.85,4310.09,4279,4301,864.91,3712054.66
2017-08-16 08-AM,BTCUSD,4071.51,4157.9,4070,4153.66,236.36,968652.64,286.5,288.6,285.5,288,872.46,250079.07,4072.6,4169.95,4053.3,4164.36,515.07,2119395.25
2017-08-16 08-PM,BTCUSD,4313,4366,4313,4364.01,327.77,1423419.2,299,302,298.33,301,1333.42,400602.45,4301,4349,4301,4348,850.23,3676676.22
2017-08-16 09-AM,BTCUSD,4153.66,4183.35,4130.2,4140.7,242.27,1005676.97,288,289.89,287,289.5,1264.52,364837.1,4164.36,4165,4117.89,4141,263.72,1094178.36
2017-08-16 09-PM,BTCUSD,4364.01,4399,4320,4343.9,424.21,1851186.69,301,302.97,298.01,302,1101.78,331574.95,4348,4349.98,4305,4314,861.84,3729679.58
2017-08-16 10-AM,BTCUSD,4140.7,4157,4101,4101,182.76,753592.45,289.5,291.98,287.5,291.98,1049.8,303329.55,4141,4155,4089.94,4090.02,313.73,1292463.83
2017-08-16 10-PM,BTCUSD,4343.9,4369.98,4315,4355,167.21,725610.53,302,302.75,300.5,301.51,1700.16,513962.76,4314,4325,4282.98,4324.99,555.42,2390471.19
2017-08-16 11-AM,BTCUSD,4101,4110,4072,4105,137.16,561297.95,291.98,300,291.04,298.59,5200.9,1544074.61,4090.02,4102.4,4061.71,4079.77,426.82,1742289.15
2017-08-16 11-PM,BTCUSD,4355,4398.98,4330,4388,175.81,768188.61,301.51,302.97,301.2,302.26,775.18,234060.81,4324.99,4385.5,4320.54,4370.01,728.24,3172473.41
2017-08-16 12-AM,BTCUSD,4172.2,4223.31,4128,4154,330.88,1387722.64,286.65,293.71,286.65,289.68,3114.82,905962.76,4159.93,4200.36,4115.04,4135.69,836.02,3484179.46
2017-08-16 12-PM,BTCUSD,4105,4130.27,4054.47,4125,344.09,1411437.96,298.59,299.98,293.71,297.26,2775.22,823892.78,4079.77,4131.59,4040.01,4129.88,584.82,2391229.8
2017-08-17 01-AM,BTCUSD,4372,4393.99,4340,4355.94,243.42,1063709.06,305.03,307,302,303.78,2173.58,663256.16,4355.23,4374.05,4305.6,4337.7,578.29,2512844.04
2017-08-17 01-PM,BTCUSD,4429.9,4465,4415.62,4459.21,243.75,1082427.01,309.11,309.5,307.5,307.5,2519.3,777057,4431,4467.98,4425,4467.98,569.97,2531745.1
2017-08-17 02-AM,BTCUSD,4355.94,4356.89,4320,4353.8,165.06,716251.17,303.78,303.78,300.65,302.99,1503.17,453774.68,4337.7,4337.7,4302.84,4333.01,543.9,2348868.24
2017-08-17 02-PM,BTCUSD,4459.21,4470,4422.01,4458.39,169.93,758029.67,307.5,307.95,305,306.5,1991.17,609228.11,4467.98,4469,4437.65,4456.51,916.11,4086180.99
2017-08-17 03-AM,BTCUSD,4353.8,4355,4260.4,4294,298.64,1283607.1,302.99,302.99,299.5,301.17,752.07,226271.99,4333.01,4335.08,4232.44,4280.01,871.79,3720804.88
2017-08-17 03-PM,BTCUSD,4458.39,4465,4357.96,4358.83,327.62,1445346.51,306.5,306.5,300,302.6,3224.48,975366.4,4456.51,4457.91,4350,4350.63,1113.89,4912400.81
2017-08-17 04-AM,BTCUSD,4294,4354,4288.06,4327.45,136.23,586556.8,301.17,303,299.59,302.61,398.07,119828.2,4280.01,4320,4238.01,4303.06,436.56,1869759.36
2017-08-17 04-PM,BTCUSD,4358.83,4370,4279,4344.05,1077.29,4645926.53,302.6,303.4,297,302.98,4235.95,1272420.01,4350.63,4360.82,4254.1,4346.01,2347.52,10130284.23
2017-08-17 05-AM,BTCUSD,4327.45,4348,4302.26,4330,128.25,554008.69,302.61,306,300.62,305.49,1552.01,471148.27,4303.06,4325.88,4273.32,4314.8,348.65,1502615.59
2017-08-17 05-PM,BTCUSD,4344.05,4358.46,4300,4300,423.89,1829918.17,302.98,303.4,300,300.59,1582.34,477200.69,4346.01,4350.96,4255,4268.02,1289.72,5564199.26
2017-08-17 06-AM,BTCUSD,4330,4340,4318.4,4321.11,119.91,518582.27,305.49,306.3,303,304.03,1235.68,376382.07,4314.8,4326.97,4300,4310,275.72,1190326.21
2017-08-17 06-PM,BTCUSD,4300,4300.43,4200,4240,625.47,2657727.65,300.59,301.41,300,300.5,1745.36,524772.48,4268.02,4288,4203.12,4234.25,1903.81,8074599.34
2017-08-17 07-AM,BTCUSD,4321.11,4371,4304,4357.76,147.89,640278.09,304.03,309.34,303.31,307.89,1917.38,589126.22,4310,4340,4286,4340,429.23,1854091.59
2017-08-17 07-PM,BTCUSD,4240,4330,4226.5,4321.03,507.93,2167409.18,300.5,301.5,298.4,301,1588.14,475407.3,4234.25,4319.99,4180,4315.62,1485.05,6327791.24
2017-08-17 08-AM,BTCUSD,4357.76,4386.02,4355.46,4382.42,156.18,682964.02,307.89,310.7,307.64,310,4289.3,1328692.6,4340,4360,4338.7,4355.7,366.79,1595911.77
2017-08-17 08-PM,BTCUSD,4321.03,4350,4260,4328.35,508.67,2182670.08,301,304.8,300.18,302.99,1403.2,423419.48,4315.62,4336,4246.93,4323.25,998.97,4284369.71
2017-08-17 09-AM,BTCUSD,4382.42,4444.44,4363.54,4444.44,448.37,1981462.36,310,311.69,309.5,310.5,2784.35,865078.89,4355.7,4440,4354,4440,1189.6,5240046.07
2017-08-17 09-PM,BTCUSD,4328.35,4360,4321.99,4321.99,312.42,1356990.73,302.99,305.5,302.5,302.93,1697.84,516716.63,4323.25,4360.32,4313.16,4313.41,745.09,3230028.38
2017-08-17 10-AM,BTCUSD,4444.44,4477.9,4425.44,4477.9,276.52,1231013.13,310.5,311.69,309.1,309.3,1944.28,603130.6,4440,4458.3,4415.67,4455.01,428.61,1902048.37
2017-08-17 10-PM,BTCUSD,4321.99,4351.79,4282.1,4336.33,155.75,672967.75,302.93,304.39,302.5,303.91,876.13,265719.89,4313.41,4339.02,4295.01,4320.01,532.6,2298662.08
2017-08-17 11-AM,BTCUSD,4477.9,4479,4411.99,4411.99,413.55,1842814.83,309.3,310.48,308.5,308.51,1542.19,477191.51,4455.01,4469,4413.29,4415.01,473.87,2110036.77
2017-08-17 11-PM,BTCUSD,4336.33,4352.05,4290.1,4291,166.04,717979.15,303.91,303.91,300.79,300.79,1415.43,427875.94,4320.01,4342.25,4275.01,4280.01,588.55,2538900.96
2017-08-17 12-AM,BTCUSD,4388,4399.86,4357,4372,201.51,881876.27,302.26,306,302,305.03,1974.95,601104.52,4370.01,4397,4334.02,4355.23,1065.42,4646925.13
2017-08-17 12-PM,BTCUSD,4411.99,4440,4400,4429.9,362.24,1602893.84,308.51,309.9,308.5,309.11,1485.1,458993.27,4415.01,4443.59,4405.52,4431,467.42,2066426.79
2017-08-18 01-AM,BTCUSD,4276.9,4276.9,4170.05,4248.63,694.48,2935838.58,298.1,299,295.3,296.93,3743.27,1111856.52,4260.91,4266.73,4200.35,4253.33,1148.25,4861631.39
2017-08-18 01-PM,BTCUSD,4306.33,4310.33,4220,4278,903.75,3863223.27,304.79,304.9,301.02,301.8,1935.27,585720.98,4309,4310,4260.84,4280.75,479.54,2053755.87
2017-08-18 02-AM,BTCUSD,4248.63,4289.99,4229,4273.3,287.12,1223560.69,296.93,301.8,296.9,300.5,1970.85,587711.47,4253.33,4275,4250,4271.8,564.7,2406619.59
2017-08-18 02-PM,BTCUSD,4278,4288.51,4207,4260.3,558.52,2370586.48,301.8,302.33,298.1,298.9,2672.87,800940.91,4280.75,4280.75,4227.97,4255.01,1118.16,4752202.79
2017-08-18 03-AM,BTCUSD,4273.3,4295,4254.9,4275,139.7,597207.94,300.5,302.8,299.2,301.8,1348.07,406152.5,4271.8,4297,4260.01,4269.99,309.3,1324404.9
2017-08-18 03-PM,BTCUSD,4260.3,4271.18,4220.01,4232,498.09,2111957.31,298.9,300.89,298,299,1826.71,546542.14,4255.01,4255.01,4211.92,4233.01,643.27,2725205.89
2017-08-18 04-AM,BTCUSD,4275,4292.81,4227.23,4257.51,346.67,1475828.89,301.8,302,299,301.47,1397.76,420595.51,4269.99,4290,4240.79,4278.83,506.78,2162644.27
2017-08-18 04-PM,BTCUSD,4232,4275,4222.38,4243.19,351.68,1494791.37,299,301.32,299,299.3,1909.62,573921.05,4233.01,4271.91,4233,4244.48,658.12,2802674.81
2017-08-18 05-AM,BTCUSD,4257.51,4325.6,4257.51,4290,258.14,1110321.3,301.47,304.39,300.7,303,1075.94,325467.74,4278.83,4319,4276.92,4295.11,577.78,2487032.46
2017-08-18 05-PM,BTCUSD,4243.19,4247,4150,4199.9,464.15,1948086.18,299.3,299.3,296,297.53,2741.71,816345.98,4244.48,4244.99,4130.05,4199.38,1766.66,7400003.49
2017-08-18 06-AM,BTCUSD,4290,4305,4270,4280.1,122.05,523749.12,303,304.39,302.51,303.5,807.12,244979.97,4295.11,4312.14,4266.08,4282.64,487.38,2088301.85
2017-08-18 06-PM,BTCUSD,4199.9,4210,4120,4130,447.73,1871147.55,297.53,298.96,291.2,293.75,3443.82,1017704.27,4199.38,4200,4101,4101,962.33,4009101.01
2017-08-18 07-AM,BTCUSD,4280.1,4308.15,4270,4308.15,134.95,578567.85,303.5,306.5,303.08,305,1447.95,441900.84,4282.64,4304.28,4265.03,4300.25,317.69,1362010.21
2017-08-18 07-PM,BTCUSD,4130,4138.12,4045,4115.7,776.85,3172255.47,293.75,295.1,291.12,294.68,3394.25,992784.61,4101,4121.69,4025,4121.67,2528.06,10296159.27
2017-08-18 08-AM,BTCUSD,4308.15,4323.59,4258.8,4300.01,181.85,781278.86,305,305.49,301.48,301.61,4233.85,1281925.34,4300.25,4304.5,4259.99,4280.05,251.65,1078442.88
2017-08-18 08-PM,BTCUSD,4115.7,4138.13,4050,4050,714.18,2903426.76,294.68,295.1,291.12,294.4,2586.98,757652.11,4121.67,4121.67,4005,4014.4,1776.76,7209546.13
2017-08-18 09-AM,BTCUSD,4300.01,4306,4280,4305,153.98,662240.37,301.61,304,301,303,2657.52,802093.29,4280.05,4299.99,4280.05,4299.99,230.29,988852.64
2017-08-18 09-PM,BTCUSD,4050,4093.98,3980,4059.59,857.13,3440382.34,294.4,294.4,288.3,289.95,2599.42,756262.56,4014.4,4067.66,3960.47,4064.87,2242.52,8976884.98
2017-08-18 10-AM,BTCUSD,4305,4355,4300.21,4337.19,233.36,1011782.77,303,305.99,303,304.75,1133.4,345263.14,4299.99,4350,4299.98,4339.21,455.34,1969371.72
2017-08-18 10-PM,BTCUSD,4059.59,4150,4038.1,4123.9,549.69,2260423.05,289.95,300,287.64,292.01,3521.6,1030086.59,4064.87,4142.19,4064.85,4110,1681.1,6887806.47
2017-08-18 11-AM,BTCUSD,4337.19,4349.89,4320,4325,174.38,755996.01,304.75,305.99,304.08,305.99,921.07,281604.13,4339.21,4345.42,4306.88,4318.83,310.52,1344227.05
2017-08-18 11-PM,BTCUSD,4123.9,4149.89,4102.41,4141,352.76,1455737.35,292.01,295.2,288.6,293,4413.02,1285900.04,4110,4111.14,4085.22,4101.72,880.41,3615457.78
2017-08-18 12-AM,BTCUSD,4291,4314.9,4276.27,4276.9,349.54,1500319.58,300.79,301.6,298.1,298.1,1260.12,377877.02,4280.01,4322.14,4260.9,4260.91,476.48,2044514.03
2017-08-18 12-PM,BTCUSD,4325,4348.5,4301.16,4306.33,169.9,736040.41,305.99,305.99,303.59,304.79,1005.46,307057.39,4318.83,4341,4293.79,4309,359.74,1554608.31
2017-08-19 01-AM,BTCUSD,4177.07,4210,4170,4180.01,310.44,1301751.03,298,299.2,296.15,297.1,1469.53,437206.66,4167.42,4183.39,4140,4145,508.52,2120356.91
2017-08-19 01-PM,BTCUSD,4166.11,4172.24,4087,4106.79,281.6,1163583.93,295.4,295.4,290.1,293.8,1317.62,385005.42,4126.95,4138.34,4078.8,4080,454.77,1868477.95
2017-08-19 02-AM,BTCUSD,4180.01,4205,4160,4180.1,185.24,775454.69,297.1,300.93,296,299.49,1114.53,333476.75,4145,4175.68,4137.58,4175,361.64,1502831.65
2017-08-19 02-PM,BTCUSD,4106.79,4122.5,4065,4071.01,170.88,700225.2,293.8,293.8,286,288.02,3408.47,983373.64,4080,4100,4068.35,4070.01,373.81,1526235.23
2017-08-19 03-AM,BTCUSD,4180.1,4196.99,4131,4163.42,346.81,1445913.98,299.49,299.49,295,296.5,1027.14,305068.53,4175,4175,4118.49,4127.04,344.72,1428990.83
2017-08-19 03-PM,BTCUSD,4071.01,4115.57,4011.13,4050.19,322.34,1307835.93,288.02,289.75,285.75,288.99,2250.36,645921.07,4070.01,4088.72,4011.07,4041.02,623.32,2518522.59
2017-08-19 04-AM,BTCUSD,4163.42,4174.51,4135.16,4135.16,103.22,429028.85,296.5,299.2,296,296.95,675.1,200806.25,4127.04,4149.99,4112.01,4112.47,277.63,1148424.55
2017-08-19 04-PM,BTCUSD,4050.19,4104,4024,4026,252.61,1024513.22,288.99,292.2,288,289.68,1568.88,455749.74,4041.02,4077.55,4015,4040.06,565.32,2288740.64
2017-08-19 05-AM,BTCUSD,4135.16,4151.12,4135.16,4135.16,40.83,169014.61,296.95,297.91,295,297.3,247.23,73074.38,4112.47,4127.15,4062.62,4090.03,342.16,1400745.45
2017-08-19 05-PM,BTCUSD,4026,4100.4,4026,4085.11,153.23,624323.74,289.68,295.2,289.68,293.4,2163.45,631806.58,4040.06,4081.95,4040.02,4071.96,487.24,1979358.79
2017-08-19 06-AM,BTCUSD,4135.16,4197,4040,4040,338.41,1387695.74,297.3,298.73,293.6,293.76,570.19,168719.67,4090.03,4097,4019.83,4019.84,324.48,1316640.89
2017-08-19 06-PM,BTCUSD,4085.11,4120,4076.32,4120,132.01,541366.23,293.4,298.2,293.4,295.5,2001.24,592739.99,4071.96,4099.75,4065,4099.75,394.6,1613388.58
2017-08-19 07-AM,BTCUSD,4040,4100,4025,4047,59.56,240368.97,293.76,293.78,291,292,917.24,267328.12,4019.84,4086.52,4000,4086.52,434.45,1748968.04
2017-08-19 07-PM,BTCUSD,4120,4128.68,4090,4114,204.34,838837.6,295.5,297.5,292.12,292.43,2010.93,593531.93,4099.75,4100,4076.89,4098.4,383.69,1571226.2
2017-08-19 08-AM,BTCUSD,4047,4050,4047,4047,3.05,12333.78,292,293.11,292,293.11,34,9965.76,4086.52,4091.26,4029,4042.83,238.65,970045.76
